,FEN
11799,5rk11r2bppp4bn21N1p4B1p2B22P2P2RP4PP5RK1
11800,5rk11r3ppp4bn21Nbp4B1p2B22P2P2RP4PP5RK1
11801,5rk11r3ppp4bn21Nbp4B1p2B22P2P2RP4PP5R1K
11802,5rk11r1b1ppp5n21Nbp4B1p2B22P2P2RP4PP5R1K
11803,5rk11r1b1ppp3B1n21Nbp4B1p52P2P2RP4PP5R1K
11804,5rk11r1b1ppp3b1n21N1p4B1p52P2P2RP4PP5R1K
11805,5rk11r1b1ppp3N1n23p4B1p52P2P2RP4PP5R1K
11806,5rk13b1ppp1r1N1n23p4B1p52P2P2RP4PP5R1K
11807,5rk13B1ppp1r1N1n23p42p52P2P2RP4PP5R1K
11808,5rk13n1ppp1r1N43p42p52P2P2RP4PP5R1K
11809,5rk13n1ppp1r63p1N22p52P2P2RP4PP5R1K
11810,4r1k13n1ppp1r63p1N22p52P2P2RP4PP5R1K
11811,4r1k1R2n1ppp1r63p1N22p52P2P21P4PP5R1K
11812,4r1k1R4ppp1r3n23p1N22p52P2P21P4PP5R1K
11813,4r1k15ppp1r3n23p1N22p52P2P2RP4PP5R1K
11814,4r1k15p1p1r3np13p1N22p52P2P2RP4PP5R1K
11815,4r1k15p1p1r3np13p42pN42P2P2RP4PP5R1K
11816,1r4k15p1p1r3np13p42pN42P2P2RP4PP5R1K
11817,1r4k15p1p1r3np13p42pN42P2P2RP3RPP7K
11818,1r4k13n1p1p1r4p13p42pN42P2P2RP3RPP7K
11819,1r4k13n1p1p1r4p13p42pN42P2P1PRP3RP17K
11820,1r4k15p1p1r4p12np42pN42P2P1PRP3RP17K
11821,1r4k15p1p1r4p12np42pN42P2P1PRP1R2P17K
11822,1r4k15p1p1r4p13p42pN42Pn1P1PRP1R2P17K
11823,1r4k15p1p1r4p13p41PpN42Pn1P1PR2R2P17K
11824,1r4k15p1p1r4p13p43N41pPn1P1PR2R2P17K
11825,1r4k15p1p1r4p13p481NPn1P1PR2R2P17K
11826,1r4k15p1p6p13p481rPn1P1PR2R2P17K
11827,1r4k15p1p6p13p481rPR1P1PR5P17K
11828,2r3k15p1p6p13p481rPR1P1PR5P17K
11829,2r3k15p1p6p13R481rP2P1PR5P17K
11830,2r3k15p1p6p13R482r2P1PR5P17K
11831,r1bqkb1rppp2ppp2np1n21B2p34P35N2PPPP1PPPRNBQR1K1
11832,r1bqk2rppp1bppp2np1n21B2p34P35N2PPPP1PPPRNBQR1K1
11833,r1bqk2rppp1bppp2np1n21B2p33PP35N2PPP2PPPRNBQR1K1
11834,r1bqk2rppp1bppp2np1n21B63pP35N2PPP2PPPRNBQR1K1
11835,r1bqk2rppp1bppp2np1n21B63NP38PPP2PPPRNBQR1K1
11836,r2qr1k1p1pbbppp2pp1n26B13NP32NQ4PPP2PPPR3R1K1
11837,r2qr1k1p1pbbppp2pp46B13NP1n12NQ4PPP2PPPR3R1K1
11838,r2qr1k1p1pbBppp2pp483NP1n12NQ4PPP2PPPR3R1K1
11839,r3r1k1p1pbqppp2pp483NP1n12NQ4PPP2PPPR3R1K1
11840,r3r1k1p1pbqppp2pp484P1n12NQ1N2PPP2PPPR3R1K1
11841,1r2r1k1p1pbqppp2pp484P1n12NQ1N2PPP2PPPR3R1K1
11842,1r2r1k1p1pbqppp2pp484P1n11PNQ1N2P1P2PPPR3R1K1
11843,1r2r1k1p1pbqppp2pp44n34P31PNQ1N2P1P2PPPR3R1K1
11844,1r2r1k1p1pbqppp2pp44N34P31PNQ4P1P2PPPR3R1K1
11845,1r2r1k1p1pb1ppp2pp44q34P31PNQ4P1P2PPPR3R1K1
11846,1r2r1k1p1pb1ppp2pp44q34P31PN1Q3P1P2PPPR3R1K1
11847,1r2r1k1p1pb1ppp2pp4q74P31PN1Q3P1P2PPPR3R1K1
11848,1r2r1k1p1pb1ppp2pp4q74P31PNQ4P1P2PPPR3R1K1
11849,1r4k1p1pbrppp2pp4q74P31PNQ4P1P2PPPR3R1K1
11850,1r4k1p1pbrppp2pp4q74P31PNQR3P1P2PPPR5K1
11851,4r1k1p1pbrppp2pp4q74P31PNQR3P1P2PPPR5K1
11852,4r1k1p1pbrppp2pp4q74P31PNQR3P1P2PPP4R1K1
11853,4r1k1p1pbr1pp2pp1p2q74P31PNQR3P1P2PPP4R1K1
11854,4r1k1p1pbr1pp2pp1p2q74P31PNQR2PP1P2PP14R1K1
11855,4r1k1p1p1r1pp2ppbp2q74P31PNQR2PP1P2PP14R1K1
11856,4r1k1p1p1r1pp2ppbp2q7N3P31P1QR2PP1P2PP14R1K1
11857,4r1k1p1p1rbpp2pp1p2q7N3P31P1QR2PP1P2PP14R1K1
11858,4r1k1p1p1rbpp2pp1p2q7N1P1P31P1QR2PP4PP14R1K1
11859,4r1k1p1p1rbp12pp1p1pq7N1P1P31P1QR2PP4PP14R1K1
11860,4r1k1p1p1rbp12pp1p1pq72P1P31PNQR2PP4PP14R1K1
11861,4r2kp1p1rbp12pp1p1pq72P1P31PNQR2PP4PP14R1K1
11862,4r2kp1p1rbp12pp1p1pq72P1P31PN1R2PP2Q1PP14R1K1
11863,4r2kp1p1r1p12pp1pbpq72P1P31PN1R2PP2Q1PP14R1K1
11864,4r2kp1p1r1p12pp1pbpq72P1P31PN1R2PP2QRPP16K1
11865,4r2kp1p1rbp12pp1p1pq72P1P31PN1R2PP2QRPP16K1
11866,4r2kp1p1rbp12pp1p1pq72PQP31PN1R2PP3RPP16K1
11867,4r2kp1p1rbp11qpp1p1p82PQP31PN1R2PP3RPP16K1
11868,4r2kp1p1rbp11qpp1p1p82P1P31PN1R2PP2QRPP16K1
11869,1rbqkb1r2p2pppp1n51p1pp3P2Pn31B3N21PP2PPPRNBQ1RK1
11870,1rbqkb1r2p2pppp1n51P1pp33Pn31B3N21PP2PPPRNBQ1RK1
11871,1rbqkb1r2p2ppp2n51p1pp33Pn31B3N21PP2PPPRNBQ1RK1
11872,1rbqkb1r2p2ppp2n51p1pP34n31B3N21PP2PPPRNBQ1RK1
11873,1r1qkb1r2p2ppp2n1b31p1pP34n31B3N21PP2PPPRNBQ1RK1
11874,1r1qkb1r2p2ppp2n1b31p1pP34n31BP2N21P3PPPRNBQ1RK1
11875,1r1qk2r2p1bppp2n1b31p1pP34n31BP2N21P3PPPRNBQ1RK1
11876,1r1qk2r2p1bppp2n1b31p1pP34n31BP2N21P1N1PPPR1BQ1RK1
11877,1r1q1rk12p1bppp2n1b31p1pP34n31BP2N21P1N1PPPR1BQ1RK1
11878,1r1q1rk12p1bppp2n1b31p1pP33Nn31BP51P1N1PPPR1BQ1RK1
11879,1r1q1rk12p1bppp4b31p1pP33nn31BP51P1N1PPPR1BQ1RK1
11880,1r1q1rk12p1bppp4b31p1pP33Pn31B61P1N1PPPR1BQ1RK1
11881,1r1q1rk12p1bppp4b31p1pP33P41B61P1n1PPPR1BQ1RK1
11882,1r1q1rk12p1bppp4b31p1pP33P41B61P1B1PPPR2Q1RK1
11883,1r1q1rk14bppp4b31pppP33P41B61P1B1PPPR2Q1RK1
11884,1r1q1rk14bppp4b31pppP33P481PBB1PPPR2Q1RK1
11885,1r1q1rk14bppp4b31p1pP33p481PBB1PPPR2Q1RK1
11886,1r1q1rk14bppp4b31p1pP33p1P281PBB2PPR2Q1RK1
11887,1r1q1rk14b1pp4b31p1pPp23p1P281PBB2PPR2Q1RK1
11888,1r1q1rk14b1pp4bP21p1p43p1P281PBB2PPR2Q1RK1
11889,1r1q2k14b1pp4br21p1p43p1P281PBB2PPR2Q1RK1
11890,1r1q2k14b1pp4br21p1p1P23p481PBB2PPR2Q1RK1
11891,1r1q2k14bbpp5r21p1p1P23p481PBB2PPR2Q1RK1
11892,1r1q2k14bbpp5r21p1p1P23p1B281PB3PPR2Q1RK1
11893,2rq2k14bbpp5r21p1p1P23p1B281PB3PPR2Q1RK1
11894,2rq2k14bbpp5r21p1p1P23p1B23B41P4PPR2Q1RK1
11895,2r3k13qbbpp5r21p1p1P23p1B23B41P4PPR2Q1RK1
11896,2r3k13qbbpp5r21p1pBP23p43B41P4PPR2Q1RK1
11897,2r3k13qbbpp7r1p1pBP23p43B41P4PPR2Q1RK1
11898,2r3k13qbbpp7r1p1pBP23p2Q13B41P4PPR4RK1
11899,2r3k13q1bpp5b1r1p1pBP23p2Q13B41P4PPR4RK1
11900,2r3k13q1bpp5B1r1p1p1P23p2Q13B41P4PPR4RK1
11901,2r3k13q1bpp5r21p1p1P23p2Q13B41P4PPR4RK1
11902,2r3k13q1bpp5r21p1p1P23Q43B41P4PPR4RK1
11903,2r3k13q1bp15r1p1p1p1P23Q43B41P4PPR4RK1
11904,2r3k13q1bp15r1p1p1p1P23Q43B41P4PPR1R3K1
11905,2r3k13q1bp12r4p1p1p1P23Q43B41P4PPR1R3K1
11906,2r3k13q1bp12r4p1p1p1P23Q43B41P4PPR4RK1
11907,2rq2k15bp12r4p1p1p1P23Q43B41P4PPR4RK1
11908,2rq2k1R4bp12r4p1p1p1P23Q43B41P4PP5RK1
11909,2rq2k1R4bp12r4p3p1P21p1Q43B41P4PP5RK1
11910,2rq2k1R4bp12r4p3p1P21p1Q43B41P4PP4R1K1
11911,2rq2k1R4bp17p3p1P21p1Q43B41P4PP2r1R1K1
11912,2rq2k1R4bp17p3p1P21p1Q43B41P4PP2R3K1
11913,3q2k1R4bp17p3p1P21p1Q43B41P4PP2r3K1
11914,3q2k1R4bp17p3p1P21p1Q43B41P3KPP2r5
11915,3q2k1R1r2bp17p3p1P21p1Q43B41P3KPP8
11916,3q2k12R2bp17p3p1P21p1Q43B41P3KPP8
11917,6k12q2bp17p3p1P21p1Q43B41P3KPP8
11918,6k12q2bp17p3p1P21Q63B41P3KPP8
11919,6k15bp17p3pqP21Q63B41P3KPP8
11920,6k15bp17p3pqP21Q63B2P11P3K1P8
11921,6k15bp183pqP1p1Q63B2P11P3K1P8
11922,6k15bp11Q63pqP1p83B2P11P3K1P8
11923,6k15bp11Q63pqP27p3B2P11P3K1P8
11924,6k15bp11Q63pqP21P5p3B2P15K1P8
11925,6k15bp11Q63pqP21P63B2p15K1P8
11926,6k15bp11Q63pqP21P63B2P15K28
11927,6k15bp11Q63p1P21P63B2P11q3K28
11928,6k15bp11Q63p1P21P63B1KP11q68
11929,6k15bp11Q63p1P21P62qB1KP188
11930,3Q2k15bp183p1P21P62qB1KP188
11931,3Q45bpk83p1P21P62qB1KP188
11932,85bpk83p1P21P5Q2qB1KP188
11933,6k15bp183p1P21P5Q2qB1KP188
11934,6k15bp183p1P21P5Q2qB2P14K38
11935,6k15bp183p1P21P5Q3B2P11q2K38
11936,6k15bp183p1P21P5Q3BK1P11q68
11937,6k15bp183p1P21P5Q3BK1P182q5
11938,6k15bp183p1P21P5Q3B2P14K32q5
11939,6k15bp183p1P21P5Q3B2P15K22q5
11940,6k15bp183p1P21P5Q3B2P11q3K28
11941,6k15bp183p1P21P5Q3B2P11q66K1
11942,6k15bp183p1P21P5Q2qB2P186K1
11943,6k15bp183p1P21P5Q2q3P185BK1
11944,6k15bp185P21P1p3Q2q3P185BK1
11945,3Q2k15bp185P21P1p42q3P185BK1
11946,3Q45bpk85P21P1p42q3P185BK1
11947,85bpk3Q45P21P1p42q3P185BK1
11948,85bpk3Q45P21P1p44q1P185BK1
11949,85bpk3Q45P21P1p44q1P17K5B2
11950,85bpk3Q45P21P1p46P13q3K5B2
11951,85bpk3Q45P21P1p46PK3q45B2
11952,85bpk3Q45P21P1p46PK84qB2
11953,85bpkB2Q45P21P1p46PK84q3
11954,85bpkB2Q45P21P1p46PK87q
11955,85bpkB2Q45P21P1p2K16P187q
11956,85bpkB2Q45P21P1p2K16P183q4
11957,85bpkB2Q45PK11P1p46P183q4
11958,85bpkB2Q45PK11P1p46P182q5
11959,r2qk2rpppbbppp2np1n21B2p1B13PP32N2N2PPP2PPPR2Q1RK1
11960,r2q1rk1pppbbppp2np1n21B2p1B13PP32N2N2PPP2PPPR2Q1RK1
11961,r2q1rk1pppbbppp2np1n21B2P1B14P32N2N2PPP2PPPR2Q1RK1
11962,r2q1rk1pppbbppp3p1n21B2n1B14P32N2N2PPP2PPPR2Q1RK1
11963,r2q1rk1pppBbppp3p1n24n1B14P32N2N2PPP2PPPR2Q1RK1
11964,r2q1rk1pppnbppp3p44n1B14P32N2N2PPP2PPPR2Q1RK1
11965,r2q1rk1pppnBppp3p44n34P32N2N2PPP2PPPR2Q1RK1
11966,r2q1rk1pppnBppp3p484P32N2n2PPP2PPPR2Q1RK1
11967,r2q1rk1pppnBppp3p484P32N2Q2PPP2PPPR4RK1
11968,r4rk1pppnqppp3p484P32N2Q2PPP2PPPR4RK1
11969,r4rk1pppnqppp3p43N44P35Q2PPP2PPPR4RK1
11970,r2q1rk1pppn1ppp3p43N44P35Q2PPP2PPPR4RK1
11971,r2q1rk1pppn1ppp3p43N44P35Q2PPP2PPP3R1RK1
11972,r2qr1k1pppn1ppp3p43N44P35Q2PPP2PPP3R1RK1
11973,r2qr1k1pppn1ppp3p43N44P35Q2PPP2PPP3RR1K1
11974,r2qr1k1ppp2ppp1n1p43N44P35Q2PPP2PPP3RR1K1
11975,r2qr1k1ppp2ppp1n1p43N44P32Q5PPP2PPP3RR1K1
11976,r2qr1k1ppp2ppp3p43n44P32Q5PPP2PPP3RR1K1
11977,r2qr1k1ppp2ppp3p43R44P32Q5PPP2PPP4R1K1
11978,r2q2k1ppp2ppp3pr33R44P32Q5PPP2PPP4R1K1
11979,r2q2k1ppp2ppp3pr384P32QR4PPP2PPP4R1K1
11980,r5k1ppp1qppp3pr384P32QR4PPP2PPP4R1K1
11981,r5k1ppp1qppp3pr384P32Q3R1PPP2PPP4R1K1
11982,r5k1ppp1qppp3p2r184P32Q3R1PPP2PPP4R1K1
11983,r5k1ppp1qppp3p2r184P32Q1R1R1PPP2PPP6K1
11984,4r1k1ppp1qppp3p2r184P32Q1R1R1PPP2PPP6K1
11985,4r1k1ppp1qppp3p2r184P32Q1R1RPPPP2PP16K1
11986,4rk2ppp1qppp3p2r184P32Q1R1RPPPP2PP16K1
11987,4rk2ppp1qppp3p2R184P32Q1R2PPPP2PP16K1
11988,4rk2ppp1qpp13p2p184P32Q1R2PPPP2PP16K1
11989,4rk2ppp1qpp13p2p181Q2P34R2PPPP2PP16K1
11990,4rk2pp2qpp12pp2p181Q2P34R2PPPP2PP16K1
11991,4rk2pp2qpp12pp2p184P3Q3R2PPPP2PP16K1
11992,4rk21p2qpp1p1pp2p184P3Q3R2PPPP2PP16K1
11993,4rk21p2qpp1p1pp2p184P31Q2R2PPPP2PP16K1
11994,3r1k21p2qpp1p1pp2p184P31Q2R2PPPP2PP16K1
11995,3r1k21p2qpp1p1pp2p182P1P31Q2R2PPP3PP16K1
11996,5k21p1rqpp1p1pp2p182P1P31Q2R2PPP3PP16K1
11997,5k21p1rqpp1p1pp2p182P1P34R2PPP3PP13Q2K1
11998,5k21p1r1pp1p1pp2p14q32P1P34R2PPP3PP13Q2K1
11999,5k21p1r1pp1p1pp2p14q32P1P1Q14R2PPP3PP16K1
12000,4k31p1r1pp1p1pp2p14q32P1P1Q14R2PPP3PP16K1
12001,4k31p1r1pp1p1pp2p14q32P1P34R2PPP2QPP16K1
12002,3k41p1r1pp1p1pp2p14q32P1P34R2PPP2QPP16K1
12003,3k41p1r1pp1p1pp2p14q32P1P34R2PPP1Q1PP16K1
12004,81pkr1pp1p1pp2p14q32P1P34R2PPP1Q1PP16K1
12005,81pkr1pp1p1pp2p14q32P1P3P3R2P1P1Q1PP16K1
12006,81pk1rpp1p1pp2p14q32P1P3P3R2P1P1Q1PP16K1
12007,81pk1rpp1p1pp2p14q31PP1P3P3R2P3Q1PP16K1
12008,82k1rpp1p1pp2p11p2q31PP1P3P3R2P3Q1PP16K1
12009,82k1rpp1p1pp2p11P2q31P2P3P3R2P3Q1PP16K1
12010,82k1rpp12pp2p11p2q31P2P3P3R2P3Q1PP16K1
12011,82k1rpp12pp2p11p2q31P2P3P3R1PP3Q1P26K1
12012,82k1rpp12pp41p2q1p11P2P3P3R1PP3Q1P26K1
12013,82k1rpp12pp41p2q1p11P2P3P3R1PP3Q1PK18
12014,4r32k2pp12pp41p2q1p11P2P3P3R1PP3Q1PK18
12015,4r32k2pp12pp41p2q1p11P2P3P3R1PP5PK13Q4
12016,4r32k3p12pp1p21p2q1p11P2P3P3R1PP5PK13Q4
12017,4r32k3p12pp1p21p2q1p11P2P3PQ2R1PP5PK18
12018,4r32k3p12ppqp21p4p11P2P3PQ2R1PP5PK18
12019,4r32k3p12ppqp21p4p11P2P3P3R1PP5PK13Q4
12020,7r2k3p12ppqp21p4p11P2P3P3R1PP5PK13Q4
12021,7r2k3p12ppqp21p4p11P2P1P1P3R2P5PK13Q4
12022,7r2k3p12pp1p21p4p11Pq1P1P1P3R2P5PK13Q4
12023,7r2k3p12pp1p21p4p1PPq1P1P14R2P5PK13Q4
12024,7r2k3p12pp1p21p4p1Pq2P1P14R2P5PK13Q4
12025,7r2k3p12pp1p21P4p11q2P1P14R2P5PK13Q4
12026,7r2k3p12pp1p21q4p14P1P14R2P5PK13Q4
12027,7r2k3p12pp1p21q4p14P1P11R5P5PK13Q4
12028,7r2k3p1q1pp1p26p14P1P11R5P5PK13Q4
12029,7r2k3p1q1pp1p26p13QP1P11R5P5PK18
12030,4r32k3p1q1pp1p26p13QP1P11R5P5PK18
12031,4r32k3p1q1pp1p26p13QP1P17P5PK11R6
12032,82k3p1q1pp1p24r1p13QP1P17P5PK11R6
12033,82k3p1q1pp1p24r1p11Q2P1P17P5PK11R6
12034,82k3p12pp1p21q2r1p11Q2P1P17P5PK11R6
12035,82k3p12pp1p21q2r1p14P1P17P5PK11R2Q3
12036,82k3p12pp1p24r1p14P1P13q3P5PK11R2Q3
12037,82k3p12pp1p24r1p11R2P1P13q3P5PK14Q3
12038,82k3p13p1p22p1r1p11R2P1P13q3P5PK14Q3
12039,82k3p13p1p22p1r1p1R3P1P13q3P5PK14Q3
12040,82k3p13p1p24r1p1R1p1P1P13q3P5PK14Q3
12041,82k3p13p1p24r1p1R1p1P1P13q3P5PK1Q7
12042,82k3p13p1p24r1p1R1p1q1P17P5PK1Q7
12043,82k3p13p1p24r1p1R1p1q1P17P5P1KQ7
12044,82k3p13p1p21r4p1R1p1q1P17P5P1KQ7
12045,82k3p13p1p21r4p1R1p1q1P17PQ4P1K8
12046,82k3p13p1p21r2q1p1R1p3P17PQ4P1K8
12047,82k3p13p1p21r2q1p1R1p3P17PQ4P26K1
12048,82k3p13p1p21r4p1R1p3P17PQ4P24q1K1
12049,82k3p13p1p21r4p1R1p3P17PQ4P1K4q3
12050,82k3p15p21r1p2p1R1p3P17PQ4P1K4q3
12051,R72k3p15p21r1p2p12p3P17PQ4P1K4q3
12052,R72k3p15p21r1p2p11qp3P17PQ4P1K8
12053,R72k3p15p21r1p2p11qp3P17PQ4PK18
12054,R72k3p15p21rqp2p12p3P17PQ4PK18
12055,R72k3p1Q4p21rqp2p12p3P17P5PK18
12056,Rr62k3p1Q4p22qp2p12p3P17P5PK18
12057,1r6R1k3p1Q4p22qp2p12p3P17P5PK18
12058,1r1k4R5p1Q4p22qp2p12p3P17P5PK18
12059,1r1k46R1Q4p22qp2p12p3P17P5PK18
12060,1r1k46R1Qq3p23p2p12p3P17P5PK18
12061,1r1k46R11q3p23p2p12p3P1Q6P5PK18
12062,1rk56R11q3p23p2p12p3P1Q6P5PK18
12063,1r1qk2r2p2ppp2n1b31pbpP34n31BP2N21P3PPPRNBQ1RK1
12064,1r1qk2r2p2ppp2n1b31pbpP34n31BP2N21P1N1PPPR1BQ1RK1
12065,1r1q1rk12p2ppp2n1b31pbpP34n31BP2N21P1N1PPPR1BQ1RK1
12066,1r1q1rk12p2ppp2n1b31pbpP34n32P2N21PBN1PPPR1BQ1RK1
12067,1r1q1rk12p2ppp2n1b31pbpP382P2N21PBn1PPPR1BQ1RK1
12068,1r1q1rk12p2ppp2n1b31pbpP382P2N21PBQ1PPPR1B2RK1
12069,1r3rk12pq1ppp2n1b31pbpP382P2N21PBQ1PPPR1B2RK1
12070,1r3rk12pq1ppp2n1b31pbpP31P62P2N22BQ1PPPR1B2RK1
12071,1r3rk12pqbppp2n1b31p1pP31P62P2N22BQ1PPPR1B2RK1
12072,1r3rk12pqbppp2n1b31p1pP31P62P2N22BQ1PPPR1B1R1K1
12073,1r3rk12pqb1pp2n1bp21p1pP31P62P2N22BQ1PPPR1B1R1K1
12074,1r3rk12pqb1pp2n1bp21p1pP31P62PQ1N22B2PPPR1B1R1K1
12075,1r3rk12pqb2p2n1bpp11p1pP31P62PQ1N22B2PPPR1B1R1K1
12076,1r3rk12pqb2p2n1bppB1p1pP31P62PQ1N22B2PPPR3R1K1
12077,1r2r1k12pqb2p2n1bppB1p1pP31P62PQ1N22B2PPPR3R1K1
12078,1r2r1k12pqb2p2n1bPpB1p1p41P62PQ1N22B2PPPR3R1K1
12079,1r2r1k12pq3p2n1bbpB1p1p41P62PQ1N22B2PPPR3R1K1
12080,1r2r1k12pq3p2n1bbpB1p1p41P61BPQ1N25PPPR3R1K1
12081,1r2r1k12pq1b1p2n2bpB1p1p41P61BPQ1N25PPPR3R1K1
12082,1r2r1k12pq1b1p2n2bpB1p1p41P61BPQ1N25PPP3RR1K1
12083,1r2r1k12pq1b1p5bpB1p1pn31P61BPQ1N25PPP3RR1K1
12084,1r2r1k12pq1b1p5bpB1p1pN31P61BPQ45PPP3RR1K1
12085,1r2r1k12pq1b1p6pB1p1pb31P61BPQ45PPP3RR1K1
12086,1r2r1k12pq1b1p6pB1p1pb31P61BPQ3P5PP13RR1K1
12087,1r2r1k12p2b1p3q2pB1p1pb31P61BPQ3P5PP13RR1K1
12088,1r2r1k12p2b1p3q2pB1p1Bb31P62PQ3P5PP13RR1K1
12089,1r2r1k12p4p3q2pB1p1bb31P62PQ3P5PP13RR1K1
12090,1r2r1k12p4p3q2pB1p1Qb31P62P4P5PP13RR1K1
12091,1r2r1k12p4p6pB1p1qb31P62P4P5PP13RR1K1
12092,1r2r1k12p4p6pB1p1Rb31P62P4P5PP14R1K1
12093,1r2r1k12p4p6pB1p1R41P62b4P5PP14R1K1
12094,1r2R1k12p4p6pB1p1R41P62b4P5PP16K1
12095,4r1k12p4p6pB1p1R41P62b4P5PP16K1
12096,4r1k12p4p6pB1R61P62b4P5PP16K1
12097,6k12p4p6pB1R61P2r32b4P5PP16K1
12098,1R4k12p4p6pB81P2r32b4P5PP16K1
12099,1R62p2k1p6pB81P2r32b4P5PP16K1
12100,1R62p2k1p6pB1P64r32b4P5PP16K1
12101,1R62p2k1p6pB1P682b4P5PP14r1K1
12102,1R62p2k1p6pB1P682b4P5PPK4r3
12103,1R62p2k1p6pB1P2b387P5PPK4r3
12104,1R62p2k1p6pB1P2b35P27P6PK4r3
12105,1R62p2k1p6pB1P63b1P27P6PK4r3
12106,1R62p2k1p6pB1P63b1P26KP6P14r3
12107,1R62p2k1p6pB1P63b1P24r1KP6P18
12108,1R62p2k1p6pB1P63b1PK14r2P6P18
12109,1R62p2k1p6pB1P63b1PK11r5P6P18
12110,1R62p2k1p6pB1P3P23b2K11r5P6P18
12111,1R62p2k1p6pB1P3P21r1b2K17P6P18
12112,1R62p2k1p6PB1P61r1b2K17P6P18
12113,1R62p4p6kB1P61r1b2K17P6P18
12114,1R62p4p6k11P61r1b1BK17P6P18
12115,1R62p4p6k11P2b31r3BK17P6P18
12116,1R62p4p6k11P2b31r3BK16PP88
12117,1R67p2p3k11P2b31r3BK16PP88
12118,87p1Rp3k11P2b31r3BK16PP88
12119,881Rp3k11P2b2p1r3BK16PP88
12120,881Rp3k11P2b2p1r3B25KPP88
12121,881Rp3k11P5p1r3b25KPP88
12122,881Rp3k11P5p1r3P25K1P88
12123,881Rp51P3k1p1r3P25K1P88
12124,882R51P3k1p1r3P25K1P88
12125,882R51P3k1p5P21r3K1P88
12126,882R51P3k1p5P21r5P6K18
12127,882R51P5p5k21r5P6K18
12128,8881P5p2R2k21r5P6K18
12129,8881P4kp2R51r5P6K18
12130,8881PR3kp81r5P6K18
12131,8881PR4p7k1r5P6K18
12132,8881P2R2p7k1r5P6K18
12133,8881P2R2p7k6rP6K18
12134,8881P2R2p7k6rP5K28
12135,8881P2R2p7k7r5K28
12136,r1bqkbnrpp1ppppp2n52p53PP35N2PPP2PPPRNBQKB1R
12137,r1bqkbnrpp1ppppp2n583pP35N2PPP2PPPRNBQKB1R
12138,r1bqkbnrpp1ppppp2n583NP38PPP2PPPRNBQKB1R
12139,r1bqkb1rpp1ppppp2n2n283NP38PPP2PPPRNBQKB1R
12140,r1bqkb1rpp1ppppp2n2n283NP32N5PPP2PPPR1BQKB1R
12141,r1bqkb1rpp1ppp1p2n2np183NP32N5PPP2PPPR1BQKB1R
12142,r1bqkb1rpp1ppp1p2n2np182BNP32N5PPP2PPPR1BQK2R
12143,r1bqkb1rpp2pp1p2np1np182BNP32N5PPP2PPPR1BQK2R
12144,r1bqkb1rpp2pp1p2Np1np182B1P32N5PPP2PPPR1BQK2R
12145,r1bqkb1rp3pp1p2pp1np182B1P32N5PPP2PPPR1BQK2R
12146,r1bqkb1rp3pp1p2pp1np14P32B52N5PPP2PPPR1BQK2R
12147,r1bqkb1rp3pp1p2pp2p14P32B3n12N5PPP2PPPR1BQK2R
12148,r1bqkb1rp3pp1p2ppP1p182B3n12N5PPP2PPPR1BQK2R
12149,r1bqkb1rp3p2p2ppP1p15p22B3n12N5PPP2PPPR1BQK2R
12150,r1bqkb1rp3p2p2ppP1p15p22B3n12N5PPP2PPPR1BQ1RK1
12151,r1bqk2rp3p1bp2ppP1p15p22B3n12N5PPP2PPPR1BQ1RK1
12152,r1bqk2rp3p1bp2ppP1p15p22B2Bn12N5PPP2PPPR2Q1RK1
12153,r1b1k2rp3p1bp1qppP1p15p22B2Bn12N5PPP2PPPR2Q1RK1
12154,r1b1k2rp3p1bp1qppP1p15p25Bn11BN5PPP2PPPR2Q1RK1
12155,r3k2rp3p1bpbqppP1p15p25Bn11BN5PPP2PPPR2Q1RK1
12156,r3k2rp3p1bpbqppP1p15p2N4Bn11B6PPP2PPPR2Q1RK1
12157,r3k2rp3p1bpb1ppP1p15p2N2q1Bn11B6PPP2PPPR2Q1RK1
12158,r3k2rp3p1bpb1ppP1p15p2N2Q1Bn11B6PPP2PPPR4RK1
12159,r3k2rp3p2pb1ppP1p15p2N2b1Bn11B6PPP2PPPR4RK1
12160,r3k2rp3p2pb1ppP1p15p2N1Pb1Bn11B6PP3PPPR4RK1
12161,r4rk1p3p2pb1ppP1p15p2N1Pb1Bn11B6PP3PPPR4RK1
12162,r4rk1p3p2pb1ppP1p15p2N1Pb1Bn11B6PP3PPP3R1RK1
12163,r4rk1p3p2pb1ppPbp15p2N1P2Bn11B6PP3PPP3R1RK1
12164,r4rk1p3p2pb1ppPbp15p2N1P2Bn11B6PP3PPP3RR1K1
12165,r4rk1p3p2pb1ppPb25pp1N1P2Bn11B6PP3PPP3RR1K1
12166,r4rk1p3p2pb1pBPb25pp1N1P3n11B6PP3PPP3RR1K1
12167,r4rk1p6pb1ppPb25pp1N1P3n11B6PP3PPP3RR1K1
12168,r4rk1p6pb1pRPb25pp1N1P3n11B6PP3PPP4R1K1
12169,r4rk1p6pb1pRP34bpp1N1P3n11B6PP3PPP4R1K1
12170,r4rk1p6pb1pRP32P1bpp1N5n11B6PP3PPP4R1K1
12171,r3r1k1p6pb1pRP32P1bpp1N5n11B6PP3PPP4R1K1
12172,r3r1k1p6pb1pRP32P1bpp1N5n11B4P1PP3P1P4R1K1
12173,r3r1k1p6pb1pRPb22P2pp1N5n11B4P1PP3P1P4R1K1
